celular,data_nascimento,idade,sexo,cidade_residencial,bairro_residencial,cidade_trabalho,nome_campanha,bairro_trabalho,cidade_escola,bairro_escola,categoria_frequentada
(31) 96598-5106,2007-10-17,18,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,República,São Paulo,Tatuapé,Coworkings e Centros de Estudo/Conexão
(11) 95834-4753,1996-05-04,29,Feminino,São Paulo,Consolação,,placeholder_campanha,,,,Academias e Studios Fitness
(11) 95246-8737,1935-09-12,90,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,Tucuruvi,,,Produtos Naturais e Fitoterápicos
(11) 92261-1843,1987-09-12,38,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Consolação,São Paulo,Santana,Restaurantes e Gastronomia
(11) 93792-3710,1999-01-17,26,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Limão,Cinema e Streaming Experience Stores
(11) 92407-9663,1943-04-27,82,Outro,da Mata,Itaquera,São Paulo,placeholder_campanha,Consolação,,,Calçados Confortáveis e Ortopédicos
(11) 91202-3301,1969-01-08,56,Outro,São Paulo,Butantã,,placeholder_campanha,,São Paulo,Campo Limpo,Postos de Combustível e Serviços Automotivos
(11) 92620-7114,1998-09-17,27,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Tucuruvi,,,Cinema e Streaming Experience Stores
(11) 93788-2403,1993-02-20,32,Outro,São Paulo,Perdizes,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 95429-9253,1970-04-27,55,Masculino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Móveis e Decoração
(71) 94105-2982,1942-09-25,83,Feminino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Bela Vista,,,Farmácias e Drogarias
(11) 95947-1703,1967-02-04,58,Masculino,São Paulo,Ipiranga,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 99244-9413,2004-07-08,21,Outro,São Paulo,Penha,,placeholder_campanha,,,,Lojas de Moda Urbana e Alternativa
(11) 94057-3041,1978-09-12,47,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(61) 96114-5474,2008-06-21,17,Outro,São Paulo,Sé,,placeholder_campanha,,,,Lojas de Eletrônicos e Games
(11) 92862-1416,1967-08-18,58,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Itaquera,São Paulo,Higienópolis,Restaurantes e Gastronomia
(11) 94863-5748,1981-10-24,44,Masculino,São Paulo,Bela Vista,,placeholder_campanha,,São Paulo,Casa Verde,Lojas de Móveis e Decoração
(11) 97439-8808,1993-11-23,31,Masculino,São Paulo,Santana,São Paulo,placeholder_campanha,Consolação,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 99796-7945,1997-04-01,28,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,,,Lojas de Eletrônicos e Games
(11) 99769-9085,1954-09-26,71,Outro,São Paulo,Santo Amaro,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 99832-9179,1957-09-05,68,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Tucuruvi,,,Farmácias e Drogarias
(11) 94582-1586,1971-04-30,54,Feminino,São Paulo,Bela Vista,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 99078-3369,1946-01-24,79,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,República,São Paulo,Higienópolis,Fisioterapia e Terapias Complementares
(11) 93914-8952,1995-08-24,30,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Consolação,São Paulo,Tucuruvi,Lojas de Moda Urbana e Alternativa
(11) 97247-4140,1942-01-31,83,Outro,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Bela Vista,,,Farmácias e Drogarias
(11) 94805-6771,1966-11-25,58,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Casa Verde,,,Farmácias e Drogarias
(11) 97985-4065,1953-10-04,72,Outro,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Sé,,,Calçados Confortáveis e Ortopédicos
(11) 98688-1054,2009-04-28,16,Feminino,São Paulo,Bela Vista,,placeholder_campanha,,,,Cinema e Streaming Experience Stores
(11) 97545-4241,1947-08-02,78,Feminino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Lapa,,,Bancos e Casas Lotéricas
(11) 91188-6330,2003-01-28,22,Outro,São Paulo,Butantã,,placeholder_campanha,,São Paulo,República,Cinema e Streaming Experience Stores
(11) 93668-7074,1999-10-27,26,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Itaquera,,,Academias e Studios Fitness
(11) 96751-5819,1959-07-16,66,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 97729-9157,1962-04-20,63,Feminino,São Paulo,Casa Verde,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 96824-1160,1999-05-07,26,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Consolação,São Paulo,Sé,Coworkings e Centros de Estudo/Conexão
(11) 98636-1647,1940-02-18,85,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Tatuapé,São Paulo,Bela Vista,Produtos Naturais e Fitoterápicos
(11) 94769-6788,2000-08-26,25,Feminino,São Paulo,Itaquera,,placeholder_campanha,,,,Cafeterias e Bistrôs Modernos
(11) 93641-8229,1956-09-22,69,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,Limão,,,Bancos e Casas Lotéricas
(11) 96010-4372,1986-10-12,39,Masculino,Silveira,Sé,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 94944-1882,1968-12-14,56,Feminino,São Paulo,Itaquera,,placeholder_campanha,,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91431-1438,2006-05-21,19,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Itaquera,,,Cinema e Streaming Experience Stores
(11) 97098-2518,1973-09-23,52,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,República,São Paulo,Higienópolis,Farmácias e Drogarias
(11) 93207-9483,1964-12-13,60,Feminino,Pires,República,São Paulo,placeholder_campanha,Higienópolis,,,Bancos e Casas Lotéricas
(11) 92052-5612,1945-07-11,80,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 91337-5589,1954-05-25,71,Masculino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Casa Verde,,,Supermercados de Bairro e Mercadinhos
(11) 96918-2086,1993-09-12,32,Masculino,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,República,Farmácias e Drogarias
(11) 94840-6508,1978-04-01,47,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Sé,,,Restaurantes e Gastronomia
(11) 93095-4801,2004-12-26,20,Outro,Barros de Minas,Santo Amaro,,placeholder_campanha,,,,Coworkings e Centros de Estudo/Conexão
(11) 92394-9013,2000-01-08,25,Feminino,São Paulo,República,,placeholder_campanha,,,,Espaços Culturais e de Experiência Interativa
(11) 99139-8437,1954-03-21,71,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 98613-2252,1948-05-21,77,Masculino,São Paulo,Butantã,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Consolação,Farmácias e Drogarias
(11) 98807-4683,1941-05-18,84,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Higienópolis,,,Produtos Naturais e Fitoterápicos
(11) 92384-8475,1991-01-15,34,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Tatuapé,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96106-1656,1978-07-08,47,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,República,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 92737-9836,1969-10-16,56,Outro,São Paulo,Vila Prudente,,placeholder_campanha,,São Paulo,Campo Limpo,"Papelarias, Livrarias e Lojas de Escritório"
(11) 94859-3993,1941-07-20,84,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Sé,São Paulo,Sé,Clubes e Centros de Convivência
(11) 91893-8671,2005-12-09,19,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,República,São Paulo,Casa Verde,Academias e Studios Fitness
(11) 96705-6514,1956-12-31,68,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,Santana,,,Produtos Naturais e Fitoterápicos
(11) 97769-8471,1960-04-22,65,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(31) 93218-2734,2002-05-10,23,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(21) 96084-9101,1960-08-04,65,Masculino,Silva da Mata,Santana,São Paulo,placeholder_campanha,Sé,,,Clubes e Centros de Convivência
(11) 91255-5579,2001-12-12,23,Masculino,da Cunha,Bela Vista,,placeholder_campanha,,,,Lojas de Moda Urbana e Alternativa
(11) 98921-2340,2009-07-22,16,Outro,São Paulo,Limão,São Paulo,placeholder_campanha,República,,,Coworkings e Centros de Estudo/Conexão
(11) 95239-9988,1989-11-20,35,Feminino,São Paulo,Sé,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 91225-4783,1948-08-11,77,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 91477-8595,1974-04-02,51,Masculino,São Paulo,Vila Prudente,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(61) 95200-1980,1966-10-30,59,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Pinheiros,,,Lojas de Roupas e Calçados
(11) 99195-3338,1936-08-15,89,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,República,,,Supermercados de Bairro e Mercadinhos
(11) 94139-1969,1939-07-17,86,Masculino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,República,,,Restaurantes com comida caseira
(11) 92587-9357,1961-06-22,64,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Vila Prudente,São Paulo,Consolação,Clubes e Centros de Convivência
(11) 93532-6801,1948-10-28,77,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Butantã,São Paulo,Bela Vista,Clínicas Médicas e Laboratórios
(11) 92196-6514,1948-09-28,77,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Tatuapé,,,Farmácias e Drogarias
(11) 99008-2678,1996-05-06,29,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Roupas e Sneakers
(11) 96067-5338,1999-04-23,26,Masculino,São Paulo,Santo Amaro,,placeholder_campanha,,,,Lojas de Eletrônicos e Games
(11) 96988-4279,1960-02-02,65,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,,,Supermercados de Bairro e Mercadinhos
(41) 96096-5425,1937-05-30,88,Outro,São Paulo,República,São Paulo,placeholder_campanha,Penha,,,Clubes e Centros de Convivência
(11) 96189-9770,1955-12-22,69,Masculino,São Paulo,Higienópolis,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 95418-6094,1938-02-05,87,Masculino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,República,,,Calçados Confortáveis e Ortopédicos
(11) 94379-6460,2004-05-22,21,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Sé,,,Coworkings e Centros de Estudo/Conexão
(11) 99330-2442,1947-10-09,78,Outro,São Paulo,Perdizes,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 95828-3154,1995-01-08,30,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,República,,,Cinema e Streaming Experience Stores
(11) 95334-5018,1966-01-24,59,Masculino,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,Higienópolis,Postos de Combustível e Serviços Automotivos
(11) 93223-7392,2003-09-11,22,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,,,Academias e Studios Fitness
(11) 94406-9140,1961-07-22,64,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Casa Verde,,,Restaurantes com comida caseira
(11) 92649-3289,2004-10-17,21,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,República,São Paulo,Lapa,Espaços Culturais e de Experiência Interativa
(11) 92516-8112,1987-04-04,38,Masculino,São Paulo,Butantã,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 95143-8679,1992-07-06,33,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97459-1930,1959-08-05,66,Masculino,São Paulo,Consolação,,placeholder_campanha,,São Paulo,Casa Verde,Bancos e Casas Lotéricas
(11) 99331-9702,1954-11-30,70,Feminino,Alves,Higienópolis,São Paulo,placeholder_campanha,Consolação,,,Bancos e Casas Lotéricas
(11) 99181-5335,1968-09-10,57,Outro,São Paulo,Limão,São Paulo,placeholder_campanha,Casa Verde,,,Clínicas de Saúde e Bem-estar
(11) 99307-2900,1943-12-03,81,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 93354-8199,1955-04-18,70,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,República,,,Clínicas Médicas e Laboratórios
(11) 94418-7457,2007-05-21,18,Outro,das Neves do Sul,Campo Limpo,São Paulo,placeholder_campanha,República,,,Cinema e Streaming Experience Stores
(41) 97380-6510,2007-12-05,17,Outro,São Paulo,República,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Bela Vista,Academias e Studios Fitness
(11) 93225-3150,1989-05-07,36,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Casa Verde,,,Clínicas de Saúde e Bem-estar
(11) 93780-9616,1995-05-23,30,Outro,Ribeiro,Jabaquara,,placeholder_campanha,,,,Coworkings e Centros de Estudo/Conexão
(11) 95471-3991,1987-10-17,38,Masculino,São Paulo,Itaquera,,placeholder_campanha,,São Paulo,Limão,"Bancos, Agências e Correspondentes"
(11) 93182-8216,1950-04-15,75,Outro,da Cunha do Campo,Butantã,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Pinheiros,Farmácias e Drogarias
(11) 97215-1023,1952-05-31,73,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,República,,,Produtos Naturais e Fitoterápicos
(11) 97269-6624,1941-08-01,84,Masculino,São Paulo,República,São Paulo,placeholder_campanha,Consolação,São Paulo,Consolação,Farmácias e Drogarias
(11) 94187-2073,1950-07-22,75,Outro,São Paulo,Bela Vista,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 94433-4816,1939-05-07,86,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Sé,,,Igrejas e Lojas de Artigos Religiosos
(41) 99473-6568,1946-11-13,78,Masculino,São Paulo,Santana,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 91439-9609,1982-01-07,43,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Consolação,São Paulo,Sé,Farmácias e Drogarias
(11) 92986-9559,1975-03-06,50,Outro,São Paulo,Limão,São Paulo,placeholder_campanha,República,,,Supermercados e Mercados Express
(11) 94435-2235,1994-11-30,30,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,República,São Paulo,Higienópolis,Lanchonetes e Fast-Food
(11) 94221-1225,1940-01-21,85,Outro,São Paulo,Consolação,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 92098-8616,1946-02-17,79,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Higienópolis,Restaurantes com comida caseira
(11) 96727-9448,1966-10-04,59,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Bela Vista,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 95975-6492,1963-09-09,62,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Sé,,,Restaurantes com comida caseira
(11) 93916-9219,1995-06-07,30,Feminino,Nunes,Sé,São Paulo,placeholder_campanha,Consolação,São Paulo,Tucuruvi,Lojas de Moda Urbana e Alternativa
(11) 96307-1753,1999-08-17,26,Outro,da Cunha,Limão,,placeholder_campanha,,São Paulo,Sé,Cinema e Streaming Experience Stores
(11) 95847-4296,1957-01-12,68,Outro,da Cruz do Amparo,Sé,São Paulo,placeholder_campanha,Vila Prudente,,,Farmácias e Drogarias
(11) 97872-9368,1948-05-22,77,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Santana,Restaurantes com comida caseira
(11) 98155-8499,1938-08-19,87,Outro,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Sé,,,Fisioterapia e Terapias Complementares
(11) 96194-4549,2009-03-30,16,Feminino,São Paulo,República,,placeholder_campanha,,São Paulo,Bela Vista,Barbearias/Salões com estética jovem
(11) 96838-9544,1976-03-24,49,Masculino,da Costa,Limão,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 95430-8215,1994-08-01,31,Masculino,São Paulo,Campo Limpo,,placeholder_campanha,,São Paulo,Higienópolis,Coworkings e Centros de Estudo/Conexão
(11) 93923-8079,1983-08-23,42,Outro,Caldeira,Higienópolis,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 93605-8694,1956-12-17,68,Masculino,Ferreira,Campo Limpo,São Paulo,placeholder_campanha,Sé,,,Supermercados de Bairro e Mercadinhos
(11) 95082-1079,2006-08-19,19,Masculino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Higienópolis,,,Espaços Culturais e de Experiência Interativa
(11) 94835-3324,1945-06-02,80,Outro,São Paulo,Itaquera,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 91013-6466,1981-11-08,43,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Campo Limpo,Farmácias e Drogarias
(11) 95028-7646,1970-06-20,55,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Vila Prudente,Lojas de Roupas e Calçados
(11) 91452-9164,1946-10-05,79,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Santo Amaro,,,Bancos e Casas Lotéricas
(11) 98293-1514,1960-10-12,65,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Vila Prudente,,,Igrejas e Lojas de Artigos Religiosos
(11) 98170-2350,1980-02-05,45,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Ipiranga,,,Farmácias e Drogarias
(61) 99024-5932,1972-02-23,53,Masculino,São Paulo,Limão,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 99577-3445,1938-06-22,87,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Sé,,,Bancos e Casas Lotéricas
(11) 95107-2783,1964-01-01,61,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Consolação,,,Fisioterapia e Terapias Complementares
(11) 93638-3234,1999-10-24,26,Masculino,São Paulo,Lapa,,placeholder_campanha,,,,Lojas de Moda Urbana e Alternativa
(11) 93608-3009,1940-06-20,85,Feminino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Santana,São Paulo,Pinheiros,Igrejas e Lojas de Artigos Religiosos
(11) 99379-5236,1984-08-02,41,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Penha,São Paulo,Perdizes,Lojas de Móveis e Decoração
(11) 96171-7843,1992-04-17,33,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Vila Prudente,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97564-9053,1991-10-29,34,Outro,Pinto Grande,Vila Prudente,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 95123-8875,1987-08-08,38,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,República,,,Restaurantes e Gastronomia
(11) 96092-6399,1964-09-15,61,Feminino,Melo do Galho,República,São Paulo,placeholder_campanha,Higienópolis,,,Produtos Naturais e Fitoterápicos
(11) 93201-9212,1951-06-11,74,Feminino,Moreira,Jabaquara,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Higienópolis,Calçados Confortáveis e Ortopédicos
(11) 97785-3788,1963-05-18,62,Outro,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,República,Farmácias e Drogarias
(11) 98847-3288,1954-12-18,70,Feminino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Consolação,,,Supermercados de Bairro e Mercadinhos
(11) 91911-4178,1992-12-16,32,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 91324-2294,1945-09-27,80,Masculino,Gonçalves,Ipiranga,São Paulo,placeholder_campanha,República,São Paulo,República,Produtos Naturais e Fitoterápicos
(11) 97087-3186,1961-03-29,64,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Sé,Igrejas e Lojas de Artigos Religiosos
(11) 99573-4459,1966-07-28,59,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 98475-2458,1956-11-18,68,Outro,São Paulo,Penha,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
